Karwan Bazar,2026,5,4,2,1.0
Kazipara,2026,5,4,2,1.6
Keraniganj,2026,5,4,2,1.6
Khilkhet,2026,5,4,2,1.0
Kuril,2026,5,4,2,1.0
Lalbagh,2026,5,4,2,1.0
Malibagh,2026,5,4,2,1.0
Mirpur-1,2026,5,4,2,1.6
Mirpur-10,2026,5,4,2,1.0
Mirpur-12,2026,5,4,2,1.0
Moghbazar,2026,5,4,2,1.0
Mohammadpur,2026,5,4,2,1.0
Mohakhali,2026,5,4,2,1.0
Motijheel,2026,5,4,2,1.0
Nakhalpara,2026,5,4,2,1.0
New Market,2026,5,4,2,1.0
Nikunja,2026,5,4,2,1.0
Pallabi,2026,5,4,2,1.5
Paltan,2026,5,4,2,1.0
Panthapath,2026,5,4,2,1.7
Postogola,2026,5,4,2,1.0
Ramna,2026,5,4,2,1.0
Rampura,2026,5,4,2,1.0
Sadarghat,2026,5,4,2,1.0
Science Lab,2026,5,4,2,1.0
Shahbagh,2026,5,4,2,1.0
Shewrapara,2026,5,4,2,1.0
Shyampur,2026,5,4,2,1.0
Sutrapur,2026,5,4,2,1.0
Tejgaon,2026,5,4,2,1.0
Uttara-1,2026,5,4,2,1.0
Uttara-3,2026,5,4,2,1.0
Uttara-7,2026,5,4,2,1.0
Wari,2026,5,4,2,1.0
Agargaon,2026,5,4,3,1.0
Airport,2026,5,4,3,1.0
Badda,2026,5,4,3,1.0
Banani,2026,5,4,3,1.0
Bangshal,2026,5,4,3,1.0
Baridhara,2026,5,4,3,1.0
Bashundhara,2026,5,4,3,1.0
Bijoynagar,2026,5,4,3,1.0
Chawk Bazar,2026,5,4,3,1.0
DOHS Mohakhali,2026,5,4,3,1.0
Demra,2026,5,4,3,1.6
Dhanmondi,2026,5,4,3,1.0
Elephant Road,2026,5,4,3,1.0
Eskaton,2026,5,4,3,1.7
Farmgate,2026,5,4,3,1.0
Gabtoli,2026,5,4,3,1.0
Green Road,2026,5,4,3,1.0
Gulshan-1,2026,5,4,3,1.0
Gulshan-2,2026,5,4,3,1.0
Hatirpool,2026,5,4,3,1.0
Hazaribagh,2026,5,4,3,1.0
Islampur,2026,5,4,3,1.6
Jatrabari,2026,5,4,3,1.0
Kakrail,2026,5,4,3,1.0
Kallyanpur,2026,5,4,3,1.0
Kamalapur,2026,5,4,3,1.7
Karwan Bazar,2026,5,4,3,1.4
Kazipara,2026,5,4,3,1.0
Keraniganj,2026,5,4,3,1.0
Khilkhet,2026,5,4,3,1.7
Kuril,2026,5,4,3,1.4
Lalbagh,2026,5,4,3,1.0
Malibagh,2026,5,4,3,1.0
Mirpur-1,2026,5,4,3,1.0
Mirpur-10,2026,5,4,3,1.0
Mirpur-12,2026,5,4,3,1.0
Moghbazar,2026,5,4,3,1.0
Mohammadpur,2026,5,4,3,1.0
Mohakhali,2026,5,4,3,1.0
Motijheel,2026,5,4,3,1.0
Nakhalpara,2026,5,4,3,1.0
New Market,2026,5,4,3,1.0
Nikunja,2026,5,4,3,1.0
Pallabi,2026,5,4,3,1.0
Paltan,2026,5,4,3,1.0
Panthapath,2026,5,4,3,1.7
Postogola,2026,5,4,3,1.0
Ramna,2026,5,4,3,1.0
Rampura,2026,5,4,3,1.0
Sadarghat,2026,5,4,3,1.0
Science Lab,2026,5,4,3,1.0
Shahbagh,2026,5,4,3,1.0
Shewrapara,2026,5,4,3,1.0
Shyampur,2026,5,4,3,1.0
Sutrapur,2026,5,4,3,1.0
Tejgaon,2026,5,4,3,1.0
Uttara-1,2026,5,4,3,1.0
Uttara-3,2026,5,4,3,1.0
Uttara-7,2026,5,4,3,1.5
Wari,2026,5,4,3,1.0
Agargaon,2026,5,4,4,1.0
Airport,2026,5,4,4,1.0
Badda,2026,5,4,4,1.0
Banani,2026,5,4,4,1.0
Bangshal,2026,5,4,4,1.0
Baridhara,2026,5,4,4,1.0
Bashundhara,2026,5,4,4,1.0
Bijoynagar,2026,5,4,4,1.0
Chawk Bazar,2026,5,4,4,1.0
DOHS Mohakhali,2026,5,4,4,1.0
Demra,2026,5,4,4,1.0
Dhanmondi,2026,5,4,4,1.0
Elephant Road,2026,5,4,4,1.0
Eskaton,2026,5,4,4,1.0
Farmgate,2026,5,4,4,1.0
Gabtoli,2026,5,4,4,1.0
Green Road,2026,5,4,4,1.6
Gulshan-1,2026,5,4,4,1.0
Gulshan-2,2026,5,4,4,1.0
Hatirpool,2026,5,4,4,1.0
Hazaribagh,2026,5,4,4,1.0
Islampur,2026,5,4,4,1.0
Jatrabari,2026,5,4,4,1.5
Kakrail,2026,5,4,4,1.0
Kallyanpur,2026,5,4,4,1.0
Kamalapur,2026,5,4,4,1.0
Karwan Bazar,2026,5,4,4,1.0
Kazipara,2026,5,4,4,1.0
Keraniganj,2026,5,4,4,1.0
Khilkhet,2026,5,4,4,1.0
Kuril,2026,5,4,4,1.3
Lalbagh,2026,5,4,4,1.0
Malibagh,2026,5,4,4,1.0
Mirpur-1,2026,5,4,4,1.0
Mirpur-10,2026,5,4,4,1.0
Mirpur-12,2026,5,4,4,1.0
Moghbazar,2026,5,4,4,1.0
Mohammadpur,2026,5,4,4,1.0
Mohakhali,2026,5,4,4,1.0
Motijheel,2026,5,4,4,1.0
Nakhalpara,2026,5,4,4,1.0
New Market,2026,5,4,4,1.0
Nikunja,2026,5,4,4,1.0
Pallabi,2026,5,4,4,1.0
Paltan,2026,5,4,4,1.0
Panthapath,2026,5,4,4,1.0
Postogola,2026,5,4,4,1.0
Ramna,2026,5,4,4,1.7
Rampura,2026,5,4,4,1.0
Sadarghat,2026,5,4,4,1.0
Science Lab,2026,5,4,4,1.5
Shahbagh,2026,5,4,4,1.0
Shewrapara,2026,5,4,4,1.6
Shyampur,2026,5,4,4,1.0
Sutrapur,2026,5,4,4,1.0
Tejgaon,2026,5,4,4,1.0
Uttara-1,2026,5,4,4,1.0
Uttara-3,2026,5,4,4,1.0
Uttara-7,2026,5,4,4,1.0
Wari,2026,5,4,4,1.0
Agargaon,2026,5,4,5,1.0
Airport,2026,5,4,5,1.0
Badda,2026,5,4,5,1.0
Banani,2026,5,4,5,1.0
Bangshal,2026,5,4,5,1.0
Baridhara,2026,5,4,5,1.0
Bashundhara,2026,5,4,5,1.0
Bijoynagar,2026,5,4,5,1.0
Chawk Bazar,2026,5,4,5,1.0
DOHS Mohakhali,2026,5,4,5,1.0
Demra,2026,5,4,5,1.0
Dhanmondi,2026,5,4,5,1.0
Elephant Road,2026,5,4,5,1.0
Eskaton,2026,5,4,5,1.0
Farmgate,2026,5,4,5,1.0
Gabtoli,2026,5,4,5,1.0
Green Road,2026,5,4,5,1.4
Gulshan-1,2026,5,4,5,1.0
Gulshan-2,2026,5,4,5,1.0
Hatirpool,2026,5,4,5,1.0
Hazaribagh,2026,5,4,5,1.0
Islampur,2026,5,4,5,1.0
Jatrabari,2026,5,4,5,1.0
Kakrail,2026,5,4,5,1.0
Kallyanpur,2026,5,4,5,1.0
Kamalapur,2026,5,4,5,1.0
Karwan Bazar,2026,5,4,5,1.0
Kazipara,2026,5,4,5,1.0
Keraniganj,2026,5,4,5,1.5
Khilkhet,2026,5,4,5,1.0
Kuril,2026,5,4,5,1.0
Lalbagh,2026,5,4,5,1.5
Malibagh,2026,5,4,5,1.0
Mirpur-1,2026,5,4,5,1.0
Mirpur-10,2026,5,4,5,1.0
Mirpur-12,2026,5,4,5,1.0
Moghbazar,2026,5,4,5,1.0
Mohammadpur,2026,5,4,5,1.0
Mohakhali,2026,5,4,5,1.0
Motijheel,2026,5,4,5,1.0
Nakhalpara,2026,5,4,5,1.0
New Market,2026,5,4,5,1.0
Nikunja,2026,5,4,5,1.0
Pallabi,2026,5,4,5,1.0
Paltan,2026,5,4,5,1.5
Panthapath,2026,5,4,5,1.0
Postogola,2026,5,4,5,1.0
Ramna,2026,5,4,5,1.6
Rampura,2026,5,4,5,1.0
Sadarghat,2026,5,4,5,1.0
Science Lab,2026,5,4,5,1.0
Shahbagh,2026,5,4,5,1.0
Shewrapara,2026,5,4,5,1.0
Shyampur,2026,5,4,5,1.0
Sutrapur,2026,5,4,5,1.0
Tejgaon,2026,5,4,5,1.3
Uttara-1,2026,5,4,5,1.0
Uttara-3,2026,5,4,5,1.0
Uttara-7,2026,5,4,5,1.0
Wari,2026,5,4,5,1.0
Agargaon,2026,5,4,6,1.0
Airport,2026,5,4,6,1.4
Badda,2026,5,4,6,1.0
Banani,2026,5,4,6,1.0
Bangshal,2026,5,4,6,1.0
Baridhara,2026,5,4,6,1.0
Bashundhara,2026,5,4,6,1.0
Bijoynagar,2026,5,4,6,1.0
Chawk Bazar,2026,5,4,6,1.0
DOHS Mohakhali,2026,5,4,6,1.0
Demra,2026,5,4,6,1.6
Dhanmondi,2026,5,4,6,1.0
Elephant Road,2026,5,4,6,1.0
Eskaton,2026,5,4,6,1.0
Farmgate,2026,5,4,6,1.0
Gabtoli,2026,5,4,6,1.0
Green Road,2026,5,4,6,1.0
Gulshan-1,2026,5,4,6,1.0
Gulshan-2,2026,5,4,6,1.0
Hatirpool,2026,5,4,6,1.0
Hazaribagh,2026,5,4,6,1.0
Islampur,2026,5,4,6,1.0
Jatrabari,2026,5,4,6,1.7
Kakrail,2026,5,4,6,1.0
Kallyanpur,2026,5,4,6,1.0
Kamalapur,2026,5,4,6,1.0
Karwan Bazar,2026,5,4,6,1.0
Kazipara,2026,5,4,6,1.7
Keraniganj,2026,5,4,6,1.0
Khilkhet,2026,5,4,6,1.4
Kuril,2026,5,4,6,1.0
Lalbagh,2026,5,4,6,1.0
Malibagh,2026,5,4,6,1.0
Mirpur-1,2026,5,4,6,1.0
Mirpur-10,2026,5,4,6,1.0
Mirpur-12,2026,5,4,6,1.0
Moghbazar,2026,5,4,6,1.0
Mohammadpur,2026,5,4,6,1.0
Mohakhali,2026,5,4,6,1.0
Motijheel,2026,5,4,6,1.0
Nakhalpara,2026,5,4,6,1.0
New Market,2026,5,4,6,1.0
Nikunja,2026,5,4,6,1.0
Pallabi,2026,5,4,6,1.0
Paltan,2026,5,4,6,1.5
Panthapath,2026,5,4,6,1.0
Postogola,2026,5,4,6,1.0
Ramna,2026,5,4,6,1.0
Rampura,2026,5,4,6,1.0
Sadarghat,2026,5,4,6,1.0
Science Lab,2026,5,4,6,1.0
Shahbagh,2026,5,4,6,1.0
Shewrapara,2026,5,4,6,1.0
Shyampur,2026,5,4,6,1.0
Sutrapur,2026,5,4,6,1.0
Tejgaon,2026,5,4,6,1.0
Uttara-1,2026,5,4,6,1.0
Uttara-3,2026,5,4,6,1.0
Uttara-7,2026,5,4,6,1.0
Wari,2026,5,4,6,1.4
Agargaon,2026,5,4,7,1.0
Airport,2026,5,4,7,1.0
Badda,2026,5,4,7,1.0
Banani,2026,5,4,7,1.0
Bangshal,2026,5,4,7,1.0
Baridhara,2026,5,4,7,1.0
Bashundhara,2026,5,4,7,1.0
Bijoynagar,2026,5,4,7,1.0
Chawk Bazar,2026,5,4,7,1.6
DOHS Mohakhali,2026,5,4,7,1.0
Demra,2026,5,4,7,1.0
Dhanmondi,2026,5,4,7,1.0
Elephant Road,2026,5,4,7,1.0
Eskaton,2026,5,4,7,1.0
Farmgate,2026,5,4,7,1.0
Gabtoli,2026,5,4,7,1.6
Green Road,2026,5,4,7,1.0
Gulshan-1,2026,5,4,7,1.6
Gulshan-2,2026,5,4,7,1.0
Hatirpool,2026,5,4,7,1.0
Hazaribagh,2026,5,4,7,1.0
Islampur,2026,5,4,7,1.0
Jatrabari,2026,5,4,7,1.0
Kakrail,2026,5,4,7,1.0
Kallyanpur,2026,5,4,7,1.0
Kamalapur,2026,5,4,7,1.0
Karwan Bazar,2026,5,4,7,1.0
Kazipara,2026,5,4,7,1.0
Keraniganj,2026,5,4,7,1.0
Khilkhet,2026,5,4,7,1.0
Kuril,2026,5,4,7,1.0
Lalbagh,2026,5,4,7,1.0
Malibagh,2026,5,4,7,1.6
Mirpur-1,2026,5,4,7,1.3
Mirpur-10,2026,5,4,7,1.0
Mirpur-12,2026,5,4,7,1.0
Moghbazar,2026,5,4,7,1.0
Mohammadpur,2026,5,4,7,1.0
Mohakhali,2026,5,4,7,1.0
Motijheel,2026,5,4,7,1.0
Nakhalpara,2026,5,4,7,1.0
New Market,2026,5,4,7,1.0
Nikunja,2026,5,4,7,1.0
Pallabi,2026,5,4,7,1.0
Paltan,2026,5,4,7,1.0
Panthapath,2026,5,4,7,1.0
Postogola,2026,5,4,7,1.0
Ramna,2026,5,4,7,1.0
Rampura,2026,5,4,7,1.0
Sadarghat,2026,5,4,7,1.0
Science Lab,2026,5,4,7,1.0
Shahbagh,2026,5,4,7,1.5
Shewrapara,2026,5,4,7,1.7
Shyampur,2026,5,4,7,1.0
Sutrapur,2026,5,4,7,1.0
Tejgaon,2026,5,4,7,1.0
Uttara-1,2026,5,4,7,1.0
Uttara-3,2026,5,4,7,1.0
Uttara-7,2026,5,4,7,1.0
Wari,2026,5,4,7,1.0
Agargaon,2026,5,4,8,1.0
Airport,2026,5,4,8,1.7
Badda,2026,5,4,8,1.0
Banani,2026,5,4,8,1.0
Bangshal,2026,5,4,8,1.0
Baridhara,2026,5,4,8,1.0
Bashundhara,2026,5,4,8,1.0
Bijoynagar,2026,5,4,8,1.0
Chawk Bazar,2026,5,4,8,1.0
DOHS Mohakhali,2026,5,4,8,1.6
Demra,2026,5,4,8,1.4
Dhanmondi,2026,5,4,8,1.0
Elephant Road,2026,5,4,8,1.0
Eskaton,2026,5,4,8,1.0
Farmgate,2026,5,4,8,1.0
Gabtoli,2026,5,4,8,1.0
Green Road,2026,5,4,8,1.0
Gulshan-1,2026,5,4,8,1.0
Gulshan-2,2026,5,4,8,1.0
Hatirpool,2026,5,4,8,1.8
Hazaribagh,2026,5,4,8,1.0
Islampur,2026,5,4,8,1.0
Jatrabari,2026,5,4,8,1.0
Kakrail,2026,5,4,8,1.0
Kallyanpur,2026,5,4,8,1.4
Kamalapur,2026,5,4,8,1.0
Karwan Bazar,2026,5,4,8,1.0
Kazipara,2026,5,4,8,1.0
Keraniganj,2026,5,4,8,1.0
Khilkhet,2026,5,4,8,1.0
Kuril,2026,5,4,8,1.0
Lalbagh,2026,5,4,8,1.0
Malibagh,2026,5,4,8,1.0
Mirpur-1,2026,5,4,8,1.0
Mirpur-10,2026,5,4,8,1.0
Mirpur-12,2026,5,4,8,1.0
Moghbazar,2026,5,4,8,1.0
Mohammadpur,2026,5,4,8,1.0
Mohakhali,2026,5,4,8,1.0
Motijheel,2026,5,4,8,1.0
Nakhalpara,2026,5,4,8,1.0
New Market,2026,5,4,8,1.0
Nikunja,2026,5,4,8,1.0
Pallabi,2026,5,4,8,1.0
Paltan,2026,5,4,8,1.0
Panthapath,2026,5,4,8,1.0
Postogola,2026,5,4,8,1.0
Ramna,2026,5,4,8,1.0
Rampura,2026,5,4,8,1.0
Sadarghat,2026,5,4,8,1.7
Science Lab,2026,5,4,8,1.0
Shahbagh,2026,5,4,8,1.0
Shewrapara,2026,5,4,8,1.0
Shyampur,2026,5,4,8,1.0
Sutrapur,2026,5,4,8,1.0
Tejgaon,2026,5,4,8,1.0
Uttara-1,2026,5,4,8,1.0
Uttara-3,2026,5,4,8,1.0
Uttara-7,2026,5,4,8,1.0
Wari,2026,5,4,8,1.0
Agargaon,2026,5,4,9,1.0
Airport,2026,5,4,9,1.7
Badda,2026,5,4,9,1.0
Banani,2026,5,4,9,1.0
Bangshal,2026,5,4,9,1.0
Baridhara,2026,5,4,9,1.0
Bashundhara,2026,5,4,9,1.0
Bijoynagar,2026,5,4,9,1.0
Chawk Bazar,2026,5,4,9,1.0
DOHS Mohakhali,2026,5,4,9,1.0
Demra,2026,5,4,9,1.0
Dhanmondi,2026,5,4,9,1.0
Elephant Road,2026,5,4,9,1.0
Eskaton,2026,5,4,9,1.0
Farmgate,2026,5,4,9,1.0
Gabtoli,2026,5,4,9,1.0
Green Road,2026,5,4,9,1.0
Gulshan-1,2026,5,4,9,1.0
Gulshan-2,2026,5,4,9,1.0
Hatirpool,2026,5,4,9,1.0
Hazaribagh,2026,5,4,9,1.0
Islampur,2026,5,4,9,1.0
Jatrabari,2026,5,4,9,1.0
Kakrail,2026,5,4,9,1.0
Kallyanpur,2026,5,4,9,1.0
Kamalapur,2026,5,4,9,1.0
Karwan Bazar,2026,5,4,9,1.0
Kazipara,2026,5,4,9,1.0
Keraniganj,2026,5,4,9,1.0
Khilkhet,2026,5,4,9,1.0
Kuril,2026,5,4,9,1.5
Lalbagh,2026,5,4,9,1.0
Malibagh,2026,5,4,9,1.0
Mirpur-1,2026,5,4,9,1.0
Mirpur-10,2026,5,4,9,1.0
Mirpur-12,2026,5,4,9,1.0
Moghbazar,2026,5,4,9,1.0
Mohammadpur,2026,5,4,9,1.0
Mohakhali,2026,5,4,9,1.0
Motijheel,2026,5,4,9,1.0
Nakhalpara,2026,5,4,9,1.0
New Market,2026,5,4,9,1.0
Nikunja,2026,5,4,9,1.0
Pallabi,2026,5,4,9,1.0
Paltan,2026,5,4,9,1.0
Panthapath,2026,5,4,9,1.0
Postogola,2026,5,4,9,1.0
Ramna,2026,5,4,9,1.0
Rampura,2026,5,4,9,1.0
Sadarghat,2026,5,4,9,1.4
Science Lab,2026,5,4,9,1.0
Shahbagh,2026,5,4,9,1.0
Shewrapara,2026,5,4,9,1.0
Shyampur,2026,5,4,9,1.0
Sutrapur,2026,5,4,9,1.0
Tejgaon,2026,5,4,9,1.0
Uttara-1,2026,5,4,9,1.0
Uttara-3,2026,5,4,9,1.0
Uttara-7,2026,5,4,9,1.0
Wari,2026,5,4,9,1.0
Agargaon,2026,5,4,10,1.0
Airport,2026,5,4,10,1.0
Badda,2026,5,4,10,1.0
Banani,2026,5,4,10,1.0
Bangshal,2026,5,4,10,1.0
Baridhara,2026,5,4,10,1.0
Bashundhara,2026,5,4,10,1.0
Bijoynagar,2026,5,4,10,1.4
Chawk Bazar,2026,5,4,10,1.0
DOHS Mohakhali,2026,5,4,10,1.0
Demra,2026,5,4,10,1.0
Dhanmondi,2026,5,4,10,1.0
Elephant Road,2026,5,4,10,1.0
Eskaton,2026,5,4,10,1.0
Farmgate,2026,5,4,10,1.0
Gabtoli,2026,5,4,10,1.0
Green Road,2026,5,4,10,1.0
Gulshan-1,2026,5,4,10,1.0
Gulshan-2,2026,5,4,10,1.0
Hatirpool,2026,5,4,10,1.0
Hazaribagh,2026,5,4,10,1.0
Islampur,2026,5,4,10,1.0
Jatrabari,2026,5,4,10,1.0
Kakrail,2026,5,4,10,1.0
Kallyanpur,2026,5,4,10,1.4
Kamalapur,2026,5,4,10,1.0
Karwan Bazar,2026,5,4,10,1.0
Kazipara,2026,5,4,10,1.0
Keraniganj,2026,5,4,10,1.0
Khilkhet,2026,5,4,10,1.4
Kuril,2026,5,4,10,1.0
Lalbagh,2026,5,4,10,1.0
Malibagh,2026,5,4,10,1.0
Mirpur-1,2026,5,4,10,1.0
Mirpur-10,2026,5,4,10,1.0
Mirpur-12,2026,5,4,10,1.0
Moghbazar,2026,5,4,10,1.0
Mohammadpur,2026,5,4,10,1.0
Mohakhali,2026,5,4,10,1.0
Motijheel,2026,5,4,10,1.0
Nakhalpara,2026,5,4,10,1.0
New Market,2026,5,4,10,1.0
Nikunja,2026,5,4,10,1.0
Pallabi,2026,5,4,10,1.0
Paltan,2026,5,4,10,1.0
Panthapath,2026,5,4,10,1.0
Postogola,2026,5,4,10,1.0
Ramna,2026,5,4,10,1.0
Rampura,2026,5,4,10,1.0
Sadarghat,2026,5,4,10,1.0
Science Lab,2026,5,4,10,1.4
Shahbagh,2026,5,4,10,1.0
Shewrapara,2026,5,4,10,1.0
Shyampur,2026,5,4,10,1.0
Sutrapur,2026,5,4,10,1.0
Tejgaon,2026,5,4,10,1.0
Uttara-1,2026,5,4,10,1.0
Uttara-3,2026,5,4,10,1.0
Uttara-7,2026,5,4,10,1.0
Wari,2026,5,4,10,1.0
Agargaon,2026,5,4,11,1.0
Airport,2026,5,4,11,1.4
Badda,2026,5,4,11,1.0
Banani,2026,5,4,11,1.0
Bangshal,2026,5,4,11,1.0
Baridhara,2026,5,4,11,1.0
Bashundhara,2026,5,4,11,1.0
Bijoynagar,2026,5,4,11,1.0
Chawk Bazar,2026,5,4,11,1.0
DOHS Mohakhali,2026,5,4,11,1.0
Demra,2026,5,4,11,1.0
Dhanmondi,2026,5,4,11,1.0
Elephant Road,2026,5,4,11,1.0
Eskaton,2026,5,4,11,1.0
Farmgate,2026,5,4,11,1.0
Gabtoli,2026,5,4,11,1.0
Green Road,2026,5,4,11,1.0
Gulshan-1,2026,5,4,11,1.0
Gulshan-2,2026,5,4,11,1.0
Hatirpool,2026,5,4,11,1.0
Hazaribagh,2026,5,4,11,1.0
Islampur,2026,5,4,11,1.0
Jatrabari,2026,5,4,11,1.7
Kakrail,2026,5,4,11,1.0
Kallyanpur,2026,5,4,11,1.0
Kamalapur,2026,5,4,11,1.0
Karwan Bazar,2026,5,4,11,1.8
Kazipara,2026,5,4,11,1.0
Keraniganj,2026,5,4,11,1.0
Khilkhet,2026,5,4,11,1.0
Kuril,2026,5,4,11,1.0
Lalbagh,2026,5,4,11,1.0
Malibagh,2026,5,4,11,1.0
Mirpur-1,2026,5,4,11,1.0
Mirpur-10,2026,5,4,11,1.0
Mirpur-12,2026,5,4,11,1.3
Moghbazar,2026,5,4,11,1.0
Mohammadpur,2026,5,4,11,1.0
Mohakhali,2026,5,4,11,1.0
Motijheel,2026,5,4,11,1.0
Nakhalpara,2026,5,4,11,1.0
New Market,2026,5,4,11,1.0
Nikunja,2026,5,4,11,1.0
Pallabi,2026,5,4,11,1.0
Paltan,2026,5,4,11,1.6
Panthapath,2026,5,4,11,1.0
Postogola,2026,5,4,11,1.0
Ramna,2026,5,4,11,1.0
Rampura,2026,5,4,11,1.6
Sadarghat,2026,5,4,11,1.0
Science Lab,2026,5,4,11,1.0
Shahbagh,2026,5,4,11,1.0
Shewrapara,2026,5,4,11,1.0
Shyampur,2026,5,4,11,1.0
Sutrapur,2026,5,4,11,1.0
Tejgaon,2026,5,4,11,1.0
